RK,Name,POS,GP,MIN,PTS,FGM,FGA,FG.,X3PM,X3PA,X3P.,FTM,FTA,FT.,REB,AST,STL,BLK,TO,DD2,TD3,year,team.abbr,overall_pick,team,former,college,years_played,games,win_shares,win_shares_40,minutes_played,points,total_rebounds,assists
24,Lindsey Harding,G,34,35.1,12.8,4.8,11,43.5,0.6,1.8,32.3,2.6,3.5,74.8,4,4.5,1.3,0.4,3,0,0,2009,PHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,Lindsay Whalen,G,34,29.4,12.3,4.1,9.6,43,0.6,2.4,26.5,3.4,3.8,89.1,4.6,4.6,1.3,0.1,1.9,2,0,2009,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Janel McCarville,C,32,26.5,12.3,4.7,9.4,50.2,0,0.1,33.3,2.8,3.3,84.1,5.5,2.8,1.3,1.4,2.7,1,0,2009,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Tanisha Wright,G,33,32.5,12.2,4.5,9.8,46.3,0.2,0.9,26.7,2.9,3.2,90.6,3.5,3.9,1.5,0.3,2.6,0,0,2009,NYL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,Swin Cash,F,32,34.2,12.2,4.3,11.1,39.2,0.3,1,32.3,3.2,4,79.7,6.7,2.6,0.9,0.5,2.8,5,0,2009,NYL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,Crystal Langhorne,F,34,29.8,12,4.8,8.4,57.4,0,0.1,0,2.4,3.5,68.9,7.9,0.9,1,0.4,2.2,9,0,2009,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,Shavonte Zellous,G,34,23.6,11.9,3.5,8.7,39.7,0.4,1.4,30.6,4.6,5.3,85.6,3.1,1.8,0.8,0.5,2.3,0,0,2009,WAS,11,Detroit Shock,,Pitt,12,363,20.2,0.101,21.9,8.5,2.7,1.9
32,Erika de Souza,F,34,27.3,11.8,5,9.5,52.8,0,0,0,1.8,2.8,65.3,9.1,1.1,0.9,1.3,2.1,11,0,2009,SAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,Sylvia Fowles,C,24,28.8,11.3,4.3,7.2,59.9,0,0,0,2.7,4.1,64.6,7.8,0.8,0.9,1.5,3.2,5,0,2009,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,DeWanna Bonner,F,34,21.3,11.2,3.7,8.2,45.7,0.1,0.4,15.4,3.7,4.5,81.2,5.8,0.4,0.7,0.7,1,5,0,2009,PHO,5,Phoenix Mercury,,Auburn,13,422,51.7,0.162,30.3,14.7,6.2,2.3
35,DeLisha Milton-Jones,F,33,31.6,10.2,3.9,9.8,40.1,0.7,2.5,29.3,1.7,2.2,75.7,4.8,2.2,1.2,0.2,2.2,0,0,2009,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,Betty Lennox,G,30,21.3,10.2,3.7,8.9,41.4,0.8,2.8,30.1,2,2.2,89.4,4.5,1.8,0.9,0.1,2.3,3,0,2009,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,Camille Little,F,34,30.7,10,3.6,7.7,47.1,0.2,0.8,25.9,2.5,3.7,68.3,6.5,1,1.1,0.4,2,3,0,2009,PHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,Le'coe Willingham,F,34,21,10,4,7.5,53.3,0,0.2,12.5,2,2.3,84.8,4.2,1,0.6,0.3,1.4,0,0,2009,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,Essence CarsonC,F,34,25.3,10,3.9,9.4,40.8,1,3,33.3,1.3,1.4,91.7,2.1,1.4,1.1,0.3,1.6,0,0,2009,ONN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,Ebony HoffmanC,F,34,29.6,9.9,3.6,9.2,39,0.7,2.1,34.7,2,2.3,89.6,5.9,1.5,1.7,0.4,2.4,3,0,2009,ONN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,Roneeka Hodges,F,33,27.4,9.9,3.5,8.4,41.7,2.1,5.2,39.8,0.9,1,90.9,3,1.9,0.6,0.5,1.1,0,0,2009,SAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,Tangela  Smith,C,34,27.1,9.9,4,8.9,45.1,1.2,2.7,45.2,0.6,0.7,87,5.4,0.8,1,1.7,1.1,0,0,2009,SAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,Tammy  Sutton-Brown,C,27,25.2,9.9,3.5,7.6,46.6,0,0,0,2.8,3.8,74.5,5.9,0.9,0.6,1.5,1.8,3,0,2009,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Taj McWilliams-Franklin,F,34,30.4,9.8,4.1,8.3,49.1,0.1,0.4,20,1.5,2,75,6.6,2.9,1,0.5,1.9,4,0,2009,LOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,Temeka Johnson,G,34,26.5,9.6,3.7,8.3,44.5,1.1,2.6,41.4,1.2,1.5,84,3.5,4.6,0.9,0.1,2.2,0,0,2009,LOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,Tan White,G,30,22,9.5,3.2,8.2,39.3,1.6,4.3,37.7,1.4,1.7,84,2.7,2.2,1.2,0.3,1.2,0,0,2009,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,Anete Jekabsone-Zogota,G,27,23.9,9.4,3.6,8.7,41.5,1.4,3.7,39.4,0.8,1,78.6,2.9,2.2,0.3,0,1.8,0,0,2009,PHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,Cathrine Kraayeveld,F,34,26.1,9,3.1,7.8,39.8,1.8,4.2,41.7,1.1,1.4,75.5,4.6,0.9,0.6,0.4,1.9,0,0,2009,SAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,Kara Braxton,F,28,18,9,3.8,7.2,52.7,0,0,0,1.4,2.2,64.5,6,1.5,0.7,0.6,1.8,2,0,2009,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,Renee Montgomery,G,34,22.5,9,3,7.4,40.8,1.2,3.6,34.7,1.8,2.1,83.3,1.9,2.1,0.7,0.3,1.9,0,0,2009,ATL,4,Minnesota Lynx,,UConn,11,364,19.8,0.092,23.6,9.7,1.7,3.1
1,Diana Taurasi,G,31,32.2,22.6,6.8,16,42.7,2.6,6.9,37.4,6.4,7,91.2,4.3,4.7,1.2,0.6,3.5,2,0,2010,PHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Cappie Pondexter,G,34,34.3,21.4,7.5,15.5,48.3,1.9,4.4,43,4.6,5.2,89.2,4.5,4.9,0.9,0.1,2.4,0,0,2010,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Angel McCoughtry,F,34,30.7,21.1,7.2,17.7,40.8,1,3.7,26.2,5.6,7,80.3,4.9,3.1,1.9,0.6,3.2,4,0,2010,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Lauren Jackson,F,32,31,20.5,6.9,14.9,46.2,1.7,4.9,34.6,5.1,5.6,91,8.3,1.2,0.9,1.2,1.4,9,0,2010,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Tamika Catchings,F,34,31.4,18.2,6.1,12.6,48.4,1.4,3.1,44.8,4.6,5.4,84.9,7.1,4,2.3,0.9,2.7,8,0,2010,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Sylvia Fowles,C,34,32,17.8,6.7,11.5,58.2,0,0,100,4.4,5.8,76,9.9,1.5,1.1,2.6,2.4,15,0,2010,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,Iziane CastroBRA,G,34,28.9,16.9,6.5,14.6,44.4,1.4,4.6,29.5,2.6,4,65.9,1.7,2.6,0.8,0.1,2.8,0,0,2010,ZIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,Seimone Augustus,G,25,33.2,16.9,7,16.4,42.9,1.4,4.3,33.6,1.4,2,66.7,3.2,1.9,0.7,0.3,1.4,0,0,2010,LOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,Tina Thompson,F,33,33.2,16.6,6,13.5,44.6,1.7,4.9,35.2,2.9,3.3,87.2,6.2,1.8,1.2,0.7,2.3,5,0,2010,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Crystal Langhorne,F,34,34.1,16.3,6.5,11,58.9,0,0.2,16.7,3.3,4.3,77.2,9.7,1.1,0.9,0.2,2.6,15,0,2010,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,Penny Taylor,F,32,30,15.9,5.4,10.6,50.9,1.4,3.3,44.2,3.7,4.1,89.3,4.4,5,1.5,0.3,2.4,1,0,2010,PHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,Candice Dupree,F,34,29.8,15.7,6.8,10.2,66.4,0,0,0,2.1,2.3,93.6,7.6,1.3,1,0.8,1.9,8,0,2010,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Tina CharlesC,C,34,31,15.5,6.1,12.4,48.7,0,0,0,3.4,4.5,76.3,11.7,1.5,0.7,1.7,2.1,22,0,2010,ONN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,DeLisha Milton-Jones,F,34,32.2,15.4,5.7,12.1,47,0.8,2.4,31.7,3.2,3.7,86.6,4.7,2.5,1.1,0.6,2.8,1,0,2010,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,Sophia Young-Malcolm,F,34,31.8,15.3,6.4,12.7,50.1,0.3,1.1,26.3,2.3,3.5,65.8,5.2,2.4,1.6,0.3,2.1,4,0,2010,SAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Becky Hammon,G,32,33.6,15.1,5,11.3,44.2,2.2,5.5,39,3,3.2,96,2.9,5.4,1.1,0.3,3.4,3,0,2010,SAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Monique Currie,F,34,26.2,14.1,4.3,9.9,43.6,1.1,2.4,44.6,4.4,5,87.7,4.8,1.6,1.4,0.4,2.6,0,0,2010,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Swin Cash,F,34,30.8,13.8,4.7,10.9,43.5,1,2.5,40.7,3.3,4.1,80.7,6,2,0.6,0.5,2.9,3,0,2010,NYL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,Katie DouglasC,G,34,29.8,13.7,5,11.1,44.9,2,5.1,39.1,1.7,2.1,83.1,3.4,3.3,1.4,0.4,2,0,0,2010,ONN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,Chamique Holdsclaw,F,29,29,13.6,5.6,11.3,49.4,0.4,1.1,35.5,2,2.5,80.6,5.3,2,1.5,0.3,2.2,2,0,2010,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,Renee Montgomery,G,34,27.6,13.3,4.6,11.6,40.1,1.9,5.6,34.9,2.1,2.4,85.5,2.2,4.1,1.4,0.1,2.3,1,0,2010,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,Sancho Lyttle,F,32,29.1,12.8,5.1,10.5,48.4,0,0,0,2.7,3.8,72.5,9.9,2.2,1.7,0.6,2,13,0,2010,PHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,Lindsay Whalen,G,33,33.6,12.6,4.1,9.9,41,0.5,2,23.1,4,4.5,89.9,4,5.6,1.4,0.2,2.3,4,0,2010,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Erika de Souza,F,34,25.6,12.4,5.6,9.8,57.1,0,0,0,1.2,2.2,54.7,8.3,0.9,0.8,1.2,1.8,15,0,2010,SAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,Lindsey Harding,G,34,33.2,12.1,4.6,10.4,44.5,0.4,1.5,28.8,2.4,3.1,76.6,3,4,1.4,0.2,2.8,0,0,2010,PHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,DeWanna Bonner,F,32,25.4,12,4.1,8.9,46.5,0.6,1.7,35.8,3.1,3.7,84,6.1,1.3,0.7,1.2,1.3,4,0,2010,PHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Scholanda  Dorrell,G,34,24.6,11.9,4.3,10.6,40.2,0.7,2.2,30.3,2.7,3.8,70.8,2.4,1.7,1.6,0.4,2.5,0,0,2010,TUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Charde Houston,F,34,22.3,11.8,4.5,10.8,41.6,1.4,3.7,36.5,1.5,2.1,70.4,4.1,1.4,1.3,0.6,2,1,0,2010,NYL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,Sandrine Gruda,F,28,22.7,11.5,4,8.1,49.1,0.1,0.4,18.2,3.5,4.6,76,4.5,1.2,0.7,0.8,1.6,0,0,2010,LOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,Rebekkah Brunson,F,30,30.5,11.3,3.9,9.1,42.9,0,0,0,3.5,5.3,66.3,10.3,0.8,1.2,1,1.6,12,0,2010,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,Monica Wright,G,34,25.5,11.1,4.1,11.1,37,0.9,2.8,34,2,2.4,81.9,2.9,1.5,1,0.2,2,0,0,2010,SEA,2,Minnesota Lynx,,Virginia,7,177,5.3,0.064,18.5,7.3,2.2,1.6
32,Sue Bird,G,33,30.5,11.1,4.1,9.4,43.4,1.8,4.5,39.9,1.1,1.3,85.7,2.7,5.8,1.5,0.2,1.8,3,0,2010,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,Asjha Jones,F,30,25.8,10.8,4.6,10.3,44.8,0.2,0.7,30,1.3,1.5,84.8,4.9,2.2,0.4,0.4,1.8,0,0,2010,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,Jia Perkins,G,34,27.5,10.7,4.3,10.8,39.6,1.1,3.2,34.9,1,1.3,81.4,2.9,2.4,1.6,0.2,1.2,0,0,2010,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,Taj McWilliams-Franklin,F,34,29.2,10.6,4.1,8.1,51.1,0.2,0.7,26.1,2.2,2.7,82.6,5.4,2,1.4,0.9,1.5,2,0,2010,LOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,Michelle Snow,C,34,24.1,10.4,4.2,7.4,57.4,0,0,0,1.9,2.6,71.9,6.2,1.6,1,0.7,1.6,4,0,2010,LOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,Noelle Quinn,G,34,32.5,10.2,4,9.1,44.3,1,2.6,40.2,1.1,1.4,77.6,4,2.8,1,0.3,1.4,0,0,2010,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,Camille Little,F,34,24.6,10.1,3.8,7.5,50,0.2,0.7,34.8,2.4,3.4,71.1,5.2,1.4,1.6,0.6,1.8,1,0,2010,PHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,Tan White,G,34,25.2,10.1,3.6,8.5,42,1.4,3.9,36.6,1.5,1.9,80,2.7,2.3,1.6,0.1,1.6,0,0,2010,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,Kara Braxton,F,35,16.9,9.9,4.2,8.1,51.6,0,0.1,25,1.6,2.3,67.9,4.7,1.3,0.9,0.6,2.7,1,0,2010,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,Epiphanny Prince,G,34,19.6,9.8,3.4,8.1,42.7,0.7,2.1,33.8,2.2,2.9,78.4,2,2.7,1.6,0.1,1.8,0,0,2010,NYL,4,Chicago Sky,,Rutgers University,13,305,29.8,0.168,23.2,11,2.3,2.6
42,Plenette Pierson,F,33,16.5,9.7,3.8,7.9,47.9,0.1,0.3,36.4,2,2.5,82.7,3.5,1.2,0.8,0.3,1.8,0,0,2010,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,Katie Smith,G,33,30.8,9.5,3.3,8.4,39.5,1.6,4.5,36.2,1.3,1.7,76.4,2.1,2.6,0.7,0.2,1.6,0,0,2010,NYL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Leilani Mitchell,G,34,28.8,9.3,3.1,7,44.1,2.1,4.4,48.6,1,1.3,81.4,2.6,3.8,1.6,0.2,1.5,0,0,2010,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,Nicole Powell,F,34,26.2,9.3,3.3,8.5,38.9,1.9,4.9,39.5,0.8,0.9,83.9,4.2,2.2,1,0.2,1.4,1,0,2010,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,Tangela  Smith,C,34,29.2,9.2,3.5,8.8,39.5,1.5,4.3,34.7,0.8,1.1,75,5.2,0.9,0.7,0.9,1.1,2,0,2010,SAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,Temeka Johnson,G,34,27.3,9.2,3.6,8.7,41.1,0.9,2.9,30.9,1.1,1.4,79.6,3.2,4.7,0.9,0.2,2,3,0,2010,LOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,Tanisha Wright,G,34,29.1,9.2,3.1,7.7,41,0.7,1.6,41.1,2.2,2.6,84.4,3.3,4.5,1.2,0.3,2.1,2,0,2010,NYL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,Nicky Anosike,F,31,29.9,9.2,2.7,7.2,37.2,0,0,0,3.8,5,77.3,6.8,1.9,2,1,2.1,5,0,2010,NYL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,Dominique Canty,G,34,26,9,3.1,7.2,43,0.1,0.3,18.2,2.8,4,69.3,2.6,3.4,1,0.2,2.2,0,0,2010,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Diana Taurasi,G,32,30.1,21.6,6.5,14.5,44.9,2.5,6.4,39.5,6.1,6.8,90.3,3.2,3.6,0.8,0.6,3,0,0,2011,PHX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Angel McCoughtry,F,33,27.9,21.6,7.1,16.8,42.4,0.6,2.2,26.4,6.8,8.7,77.7,5.2,2.5,2.2,1,3.2,2,0,2011,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Sylvia Fowles,C,34,34.6,20,7.7,13.1,59.1,0,0,0,4.5,5.9,76.6,10.2,0.6,1.3,2,2.8,22,0,2011,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Crystal Langhorne,F,31,34.3,18.2,7.3,13.7,53.4,0,0.3,12.5,3.5,4.9,71.1,7.6,1.6,1.3,0.5,3.3,7,0,2011,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Tina CharlesC,C,34,33.4,17.6,7.5,16,46.8,0,0.1,0,2.7,3.9,68.7,11,1.9,0.8,1.8,2.2,23,0,2011,ONN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Cappie Pondexter,G,34,33.9,17.4,6.2,15.5,40.2,1.7,4.9,34.5,3.2,3.9,81.3,4.1,4.7,1.3,0.3,2.7,2,0,2011,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,Penny Taylor,F,29,29.8,16.7,5.7,11.1,51.1,1.6,3.9,40.2,3.8,4.4,87.4,4.9,4.7,1.7,0.4,2.2,2,0,2011,PHX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,Seimone AugustusLA,G,34,29.3,16.2,6.8,13.5,50.4,0.7,1.8,41.7,1.9,2.2,86.5,3.5,2.2,0.9,0.4,1.3,0,0,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,Becky HammonSA,G,33,31.8,15.9,5.3,12.1,44,2.3,5.8,38.9,3,3.4,89.2,2.9,5.8,1.5,0.2,3.6,2,0,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Tamika Catchings,F,33,31.5,15.5,5.1,11.6,43.8,1,2.8,34.8,4.3,4.9,88.3,7.1,3.5,2,0.9,2.2,4,0,2011,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,Matee Ajavon,G,34,31.3,14.7,5.1,13.1,39.1,1.1,3.9,27.6,3.4,4.1,82.9,2.4,3.1,1.7,0.3,3.1,0,0,2011,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,Sue Bird,G,34,33,14.7,5.4,12,44.9,2.1,4.9,42.8,1.9,2.1,87.5,2.9,4.9,1.4,0.2,2.4,1,0,2011,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Candice Dupree,F,34,31.6,14.6,5.8,10.6,54.8,0,0.2,16.7,2.9,3.4,85.2,8.2,1.8,0.6,0.7,2,10,0,2011,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Renee Montgomery,G,34,29.1,14.6,4.5,11.3,40,1.8,4.7,38.4,3.7,4.5,82.9,2.1,4.9,1.4,0.1,2.6,1,0,2011,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,Katie DouglasC,G,32,29.4,13.9,5.2,11.2,46.5,2.1,4.7,44,1.5,2.2,67.1,3.9,2.8,1.3,0.3,2,0,0,2011,ONN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Lindsay Whalen,G,34,28.1,13.6,5.3,10.3,51.1,0.5,1.2,40.5,2.6,3.6,73,3.5,5.9,1.1,0.1,2.2,2,0,2011,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Epiphanny PrinceNY,G,34,29.4,13.6,4.8,12.7,37.5,1.5,3.9,37.3,2.6,3.3,80.4,2.1,3,2.3,0.4,1.7,0,0,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Asjha Jones,F,34,28.6,13.3,5.8,13.1,44.4,0.1,0.3,30,1.6,2.2,71.1,6.4,1.9,0.6,0.5,1.9,7,0,2011,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,Swin CashNY,F,34,33.2,13.3,4.4,11.2,39.6,1,3.6,28.5,3.4,4,84.6,6.9,2.4,0.9,0.6,2.8,1,0,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,Maya Moore,F,34,28,13.2,4.8,11,43.9,1.7,4.6,36.9,1.9,2.4,78.8,4.6,2.6,1.4,0.5,1.5,1,0,2011,MIN,1,Minnesota Lynx,,UConn,8,271,53.5,0.253,31.2,18.4,5.9,3.3
21,Sophia Young-MalcolmSA,F,33,31.6,13.2,5.2,12.1,42.9,0,0.2,0,2.8,4.8,59.2,6.4,2.3,2,0.5,1.5,3,0,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,Plenette Pierson,F,33,28.7,12.9,5.2,11,47.8,0.1,0.3,20,2.4,3,80.6,5.2,1.4,1.2,0.9,1.9,2,0,2011,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,Tiffany Jackson-JonesLA,F,34,33.9,12.4,4.4,9.7,45.6,0,0,0,3.6,4.6,77.6,8.4,2,1.2,0.6,2.8,11,0,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ivory Latta,G,24,28.5,12.2,4.6,11.1,41.4,1.4,4,35.1,1.6,2,83,2,3.2,1.2,0.1,2.9,0,0,2011,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,Jia Perkins,G,34,25.1,12,4.5,10.8,41.8,1.2,3.8,31.3,1.8,2.1,84.5,3.5,1.4,1.3,0.3,1,0,0,2011,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,Erika de SouzaSA,F,32,27.4,11.8,5.3,10.7,49.9,0,0,0,1.1,1.7,65.5,7.5,1,1.2,1.3,1.8,10,0,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,DeLisha Milton-Jones,F,34,26.2,11.7,4.5,9.8,46.2,0.7,2.1,35.2,1.9,2.3,83.1,4.6,2,0.9,0.4,2.4,0,0,2011,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Liz CambageLA,C,33,20,11.5,4.1,7.9,51.1,0,0.2,0,3.4,4.3,79.4,4.7,0.5,0.8,0.9,2.4,3,0,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,Essence CarsonC,F,32,22.7,11.3,4.3,9.9,43.7,0.8,1.9,38.7,1.8,2.5,73.8,2.8,1.7,1.2,0.6,1.4,0,0,2011,ONN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,Kristi Toliver,G,32,23.6,11.2,3.9,9.3,42.3,1.8,4.1,42.7,1.5,1.7,90.7,1.9,2.9,0.7,0,2.1,0,0,2011,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,DeWanna Bonner,F,34,25.2,10.7,3.5,8.2,43,1,3,34.3,2.6,2.9,90.9,7,0.8,1,1.1,1,5,0,2011,PHX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Jessica Davenport,C,34,21.1,10.7,4.3,8.1,52.9,0,0.1,0,2.1,3.1,70.2,4.8,0.5,0.8,1.3,1.6,1,0,2011,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,Lindsey Harding,G,34,30.5,10.5,4.1,9.1,45.5,0.3,1,30.3,1.9,2.6,73.3,3.2,4.8,1,0.2,2.4,1,0,2011,PHX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,Kara Lawson,G,33,25.2,10.4,3.4,7.5,44.9,1.7,3.9,43,2,2.2,89,2.6,2.9,0.7,0,1.4,0,0,2011,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,Rebekkah Brunson,F,34,27.6,10.2,4,7.9,51.1,0,0,0,2.2,3.3,66.7,8.9,1.2,0.8,0.5,1.5,8,0,2011,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,Tanisha WrightNY,G,33,28.9,10.1,3.6,7.3,49.2,0.5,1.5,36.7,2.4,2.6,89.7,3.2,2.9,1.2,0,2.7,0,0,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,Kia Vaughn,C,34,28.1,10.1,4.4,8.8,49.7,0,0,0,1.3,1.6,78.6,6.7,1.1,1.2,0.7,1.8,4,0,2011,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
